kod;delka;datum;cas;teplota;oblast;jedinec;instar;poznamka;fotka
477;0.523;6.7.2014 11:00;212:00:00;18;Bestvina;BSW18009;l3;;10
478;0.528;7.7.2014 15:00;240:00:00;18;Bestvina;BSW18009;l3;;11
479;0.526;8.7.2014 15:00;264:00:00;18;Bestvina;BSW18009;l3;;12
480;0.522;9.7.2014 15:00;288:00:00;18;Bestvina;BSW18009;l3;;13
481;0.517;10.7.2014 12:00;309:00:00;18;Bestvina;BSW18009;l3;;14
482;0.536;12.7.2014 14:00;359:00:00;18;Bestvina;BSW18009;l3;;15
484;0.5;14.7.2014 9:45;402:45:00;18;Bestvina;BSW18009;l3;;17
485;0.525;15.7.2014 15:00;432:00:00;18;Bestvina;BSW18009;l3;;18
501;0.505;4.7.2014 15:00;168:00:00;18;Bestvina;BSW18010;l3;;8
578;0.541;4.7.2014 15:00;144:00:00;18;Bestvina;BSW18014;l3;;7
579;0.529;5.7.2014 15:00;168:00:00;18;Bestvina;BSW18014;l3;;8
580;0.557;6.7.2014 11:00;188:00:00;18;Bestvina;BSW18014;l3;;9
581;0.525;7.7.2014 15:00;216:00:00;18;Bestvina;BSW18014;l3;;10
582;0.567;8.7.2014 15:00;240:00:00;18;Bestvina;BSW18014;l3;;11
583;0.547;9.7.2014 15:00;264:00:00;18;Bestvina;BSW18014;l3;;12
604;0.516;4.7.2014 15:00;144:00:00;18;Bestvina;BSW18015;l3;;7
605;0.532;5.7.2014 15:00;168:00:00;18;Bestvina;BSW18015;l3;;8
606;0.515;6.7.2014 11:00;188:00:00;18;Bestvina;BSW18015;l3;;9
607;0.508;7.7.2014 15:00;216:00:00;18;Bestvina;BSW18015;l3;;10
608;0.501;8.7.2014 15:00;240:00:00;18;Bestvina;BSW18015;l3;;11
609;0.523;9.7.2014 15:00;264:00:00;18;Bestvina;BSW18015;l3;;12
610;0.514;10.7.2014 12:00;285:00:00;18;Bestvina;BSW18015;l3;;13
629;0.518;5.7.2014 15:00;168:00:00;18;Bestvina;BSW18016;l3;;6
630;0.513;6.7.2014 11:00;188:00:00;18;Bestvina;BSW18016;l3;;7
631;0.517;7.7.2014 15:00;216:00:00;18;Bestvina;BSW18016;l3;;8
632;0.523;8.7.2014 15:00;240:00:00;18;Bestvina;BSW18016;l3;;9
633;0.525;9.7.2014 15:00;264:00:00;18;Bestvina;BSW18016;l3;;10
634;0.518;10.7.2014 12:00;285:00:00;18;Bestvina;BSW18016;l3;;11
635;0.485;12.7.2014 14:00;335:00:00;18;Bestvina;BSW18016;l3;;12
636;0.534;13.7.2014 9:30;354:30:00;18;Bestvina;BSW18016;l3;;13
637;0.527;15.7.2014 15:00;408:00:00;18;Bestvina;BSW18016;l3;;14
656;0.518;4.7.2014 15:00;144:00:00;18;Bestvina;BSW18017;l3;;7
707;0.502;5.7.2014 15:00;125:00:00;18;Bestvina;BSW18019;l3;;6
708;0.484;6.7.2014 11:00;145:00:00;18;Bestvina;BSW18019;l3;;7
709;0.491;7.7.2014 15:00;173:00:00;18;Bestvina;BSW18019;l3;;8
710;0.506;8.7.2014 15:00;197:00:00;18;Bestvina;BSW18019;l3;;9
711;0.514;9.7.2014 15:00;221:00:00;18;Bestvina;BSW18019;l3;;10
712;0.503;10.7.2014 12:00;242:00:00;18;Bestvina;BSW18019;l3;;11
714;0.497;13.7.2014 9:30;311:30:00;18;Bestvina;BSW18019;l3;;13
733;0.534;5.7.2014 15:00;125:00:00;18;Bestvina;BSW18020;l3;;6
734;0.519;6.7.2014 11:00;145:00:00;18;Bestvina;BSW18020;l3;;7
735;0.527;7.7.2014 15:00;173:00:00;18;Bestvina;BSW18020;l3;;8
736;0.538;8.7.2014 15:00;197:00:00;18;Bestvina;BSW18020;l3;;9
739;0.539;12.7.2014 14:00;292:00:00;18;Bestvina;BSW18020;l3;;12
740;0.513;13.7.2014 9:30;311:30:00;18;Bestvina;BSW18020;l3;;13
741;0.529;14.7.2014 9:45;335:45:00;18;Bestvina;BSW18020;l3;;14
812;0.509;6.7.2014 11:00;145:00:00;18;Bestvina;BSW18023;l3;;7
814;0.523;8.7.2014 15:00;197:00:00;18;Bestvina;BSW18023;l3;;9
815;0.534;9.7.2014 15:00;221:00:00;18;Bestvina;BSW18023;l3;;10
816;0.529;10.7.2014 12:00;242:00:00;18;Bestvina;BSW18023;l3;;11
817;0.52;12.7.2014 14:00;292:00:00;18;Bestvina;BSW18023;l3;;12
818;0.509;13.7.2014 9:30;311:30:00;18;Bestvina;BSW18023;l3;;13
838;0.516;7.7.2014 15:00;148:00:00;18;Bestvina;BSW18024;l3;;7
839;0.528;8.7.2014 15:00;172:00:00;18;Bestvina;BSW18024;l3;;8
840;0.535;9.7.2014 15:00;196:00:00;18;Bestvina;BSW18024;l3;;9
841;0.542;10.7.2014 12:00;217:00:00;18;Bestvina;BSW18024;l3;;10
842;0.538;12.7.2014 14:00;267:00:00;18;Bestvina;BSW18024;l3;;11
843;0.545;13.7.2014 9:30;286:30:00;18;Bestvina;BSW18024;l3;;12
845;0.524;15.7.2014 15:00;340:00:00;18;Bestvina;BSW18024;l3;;14
862;0.548;5.7.2014 15:00;100:00:00;18;Bestvina;BSW18025;l3;;5
863;0.534;6.7.2014 11:00;120:00:00;18;Bestvina;BSW18025;l3;;6
864;0.535;7.7.2014 15:00;148:00:00;18;Bestvina;BSW18025;l3;;7
865;0.545;8.7.2014 15:00;172:00:00;18;Bestvina;BSW18025;l3;;8
866;0.527;9.7.2014 15:00;196:00:00;18;Bestvina;BSW18025;l3;;9
895;0.498;15.7.2014 15:00;289:00:00;18;Bestvina;BSW18026;l3;;12
944;0.513;14.7.2014 9:45;210:45:00;18;Bestvina;BSW18028;l3;;9
945;0.52;15.7.2014 15:00;240:00:00;18;Bestvina;BSW18028;l3;;10
946;0.52;17.7.2014 14:00;287:00:00;18;Bestvina;BSW18028;l3;;11
1046;0.532;13.7.2014 9:30;166:30:00;18;Bestvina;BSW18032;l3;;7
1047;0.538;14.7.2014 9:45;190:45:00;18;Bestvina;BSW18032;l3;;8
1048;0.523;15.7.2014 15:00;220:00:00;18;Bestvina;BSW18032;l3;;9
1049;0.514;17.7.2014 14:00;267:00:00;18;Bestvina;BSW18032;l3;;10
1097;0.514;13.7.2014 9:30;138:30:00;18;Bestvina;BSW18034;l3;;6
1098;0.499;14.7.2014 9:45;162:45:00;18;Bestvina;BSW18034;l3;;7
1275;0.528;18.6.2014 8:30;23:00:00;21;Bestvina;BSW21001001;l3;;2
1276;0.534;19.6.2014 8:00;46:30:00;21;Bestvina;BSW21001001;l3;;3
1277;0.544;20.6.2014 8:30;71:00:00;21;Bestvina;BSW21001001;l3;;4
1278;0.531;21.6.2014 7:45;94:15:00;21;Bestvina;BSW21001001;l3;;5
1326;0.512;18.6.2014 8:30;0:00:00;21;Bestvina;BSW21002001;l3;;1
1327;0.525;19.6.2014 8:00;23:30:00;21;Bestvina;BSW21002001;l3;;2
1328;0.539;20.6.2014 8:30;48:00:00;21;Bestvina;BSW21002001;l3;;3
1329;0.555;21.6.2014 7:45;71:15:00;21;Bestvina;BSW21002001;l3;;4
1356;0.566;16.6.2014 9:00;97:00:00;21;Bestvina;BSW21003;l3;;5
1357;0.55;24.6.2014 13:30;293:30:00;21;Bestvina;BSW21003;l3;;6
1379;0.557;18.6.2014 8:30;23:00:00;21;Bestvina;BSW21003001;l3;;2
1380;0.566;19.6.2014 8:00;46:30:00;21;Bestvina;BSW21003001;l3;;3
1381;0.569;20.6.2014 8:30;71:00:00;21;Bestvina;BSW21003001;l3;;4
1407;0.517;15.6.2014 10:00;74:00:00;21;Bestvina;BSW21004;l3;;4
1408;0.513;16.6.2014 9:00;97:00:00;21;Bestvina;BSW21004;l3;;5
1564;0.525;16.6.2014 9:00;97:00:00;21;Bestvina;BSW21005;l3;;5
1616;0.51;23.6.2014 10:00;121:30:00;21;Bestvina;BSW21005002;l3;;5
1617;0.523;24.6.2014 13:30;149:00:00;21;Bestvina;BSW21005002;l3;;6
1618;0.536;25.6.2014 10:30;170:00:00;21;Bestvina;BSW21005002;l3;;7
1619;0.524;26.6.2014 12:00;195:30:00;21;Bestvina;BSW21005002;l3;;8
1620;0.505;27.6.2014 15:00;222:30:00;21;Bestvina;BSW21005002;l3;;9
1621;0.516;28.6.2014 15:00;246:30:00;21;Bestvina;BSW21005002;l3;;10
1622;0.528;29.6.2014 10:00;265:30:00;21;Bestvina;BSW21005002;l3;;11
1624;0.523;1.7.2014 11:00;314:30:00;21;Bestvina;BSW21005002;l3;;13
1625;0.531;2.7.2014 14:00;341:30:00;21;Bestvina;BSW21005002;l3;;14
1626;0.539;3.7.2014 14:00;365:30:00;21;Bestvina;BSW21005002;l3;;15
1627;0.541;4.7.2014 15:00;390:30:00;21;Bestvina;BSW21005002;l3;;16
1640;0.525;20.6.2014 8:30;71:00:00;21;Bestvina;BSW21006;l3;;3
1641;0.529;21.6.2014 7:45;94:15:00;21;Bestvina;BSW21006;l3;;4
1642;0.531;22.6.2014 8:30;119:00:00;21;Bestvina;BSW21006;l3;;5
1643;0.539;23.6.2014 10:00;144:30:00;21;Bestvina;BSW21006;l3;;6
1644;0.552;24.6.2014 13:30;172:00:00;21;Bestvina;BSW21006;l3;;7
1645;0.53;25.6.2014 10:30;193:00:00;21;Bestvina;BSW21006;l3;;8
1695;0.548;24.6.2014 13:30;125:30:00;21;Bestvina;BSW21008;l3;;6
1696;0.537;25.6.2014 10:30;146:30:00;21;Bestvina;BSW21008;l3;;7
1698;0.528;26.6.2014 12:00;172:00:00;21;Bestvina;BSW21008;l3;;9
1700;0.523;28.6.2014 15:00;223:00:00;21;Bestvina;BSW21008;l3;;11
1701;0.53;29.6.2014 10:00;242:00:00;21;Bestvina;BSW21008;l3;;12
1702;0.543;30.6.2014 10:00;266:00:00;21;Bestvina;BSW21008;l3;;13
1703;0.555;2.7.2014 14:00;318:00:00;21;Bestvina;BSW21008;l3;;14
1704;0.564;3.7.2014 14:00;342:00:00;21;Bestvina;BSW21008;l3;;15
1852;0.51;26.6.2014 12:00;147:30:00;21;Bestvina;BSW21014;l3;;7
1853;0.533;27.6.2014 15:00;174:30:00;21;Bestvina;BSW21014;l3;;8
1854;0.528;28.6.2014 15:00;198:30:00;21;Bestvina;BSW21014;l3;;9
1855;0.514;29.6.2014 10:00;217:30:00;21;Bestvina;BSW21014;l3;;10
1856;0.519;30.6.2014 10:00;241:30:00;21;Bestvina;BSW21014;l3;;11
1857;0.511;1.7.2014 11:00;266:30:00;21;Bestvina;BSW21014;l3;;12
1858;0.525;2.7.2014 14:00;293:30:00;21;Bestvina;BSW21014;l3;;13
2036;0.528;9.7.2014 15:00;196:00:00;21;Bestvina;BSW21021;l3;;9
2038;0.537;12.7.2014 14:00;267:00:00;21;Bestvina;BSW21021;l3;;11
2085;0.492;7.7.2014 15:00;121:00:00;21;Bestvina;BSW21023;l3;;6
2086;0.511;8.7.2014 15:00;145:00:00;21;Bestvina;BSW21023;l3;;7
2087;0.504;9.7.2014 15:00;169:00:00;21;Bestvina;BSW21023;l3;;8
2088;0.51;10.7.2014 12:00;190:00:00;21;Bestvina;BSW21023;l3;;9
2089;0.514;12.7.2014 14:00;240:00:00;21;Bestvina;BSW21023;l3;;10
2110;0.501;6.7.2014 11:00;93:00:00;21;Bestvina;BSW21024;l3;;5
2111;0.523;7.7.2014 15:00;121:00:00;21;Bestvina;BSW21024;l3;;6
2112;0.53;8.7.2014 15:00;145:00:00;21;Bestvina;BSW21024;l3;;7
2113;0.518;9.7.2014 15:00;169:00:00;21;Bestvina;BSW21024;l3;;8
2114;0.521;10.7.2014 12:00;190:00:00;21;Bestvina;BSW21024;l3;;9
2117;0.51;14.7.2014 9:45;283:45:00;21;Bestvina;BSW21024;l3;;12
2137;0.509;7.7.2014 15:00;121:00:00;21;Bestvina;BSW21025;l3;;6
2138;0.511;8.7.2014 15:00;145:00:00;21;Bestvina;BSW21025;l3;;7
2139;0.51;9.7.2014 15:00;169:00:00;21;Bestvina;BSW21025;l3;;8
2140;0.517;10.7.2014 12:00;190:00:00;21;Bestvina;BSW21025;l3;;9
2141;0.498;12.7.2014 14:00;240:00:00;21;Bestvina;BSW21025;l3;;10
2142;0.502;13.7.2014 9:30;259:30:00;21;Bestvina;BSW21025;l3;;11
2190;0.5;8.7.2014 15:00;145:00:00;21;Bestvina;BSW21027;l3;;7
2191;0.511;9.7.2014 15:00;169:00:00;21;Bestvina;BSW21027;l3;;8
2192;0.516;10.7.2014 12:00;190:00:00;21;Bestvina;BSW21027;l3;;9
2193;0.497;12.7.2014 14:00;240:00:00;21;Bestvina;BSW21027;l3;;10
2194;0.517;13.7.2014 9:30;259:30:00;21;Bestvina;BSW21027;l3;;11
2196;0.509;15.7.2014 15:00;313:00:00;21;Bestvina;BSW21027;l3;;13
2371;0.56;17.6.2014 9:30;121:30:00;18;Domazlice;DSW18001;l3;;6
2346;0.541;18.6.2014 8:30;144:30:00;18;Domazlice;DSW18001;l3;;7
2347;0.564;19.6.2014 8:00;168:00:00;18;Domazlice;DSW18001;l3;;8
2348;0.551;20.6.2014 8:30;192:30:00;18;Domazlice;DSW18001;l3;;9
2349;0.566;21.6.2014 7:45;215:45:00;18;Domazlice;DSW18001;l3;;10
2350;0.572;22.6.2014 8:30;240:30:00;18;Domazlice;DSW18001;l3;;11
2351;0.558;23.6.2014 10:00;266:00:00;18;Domazlice;DSW18001;l3;;12
2396;0.535;18.6.2014 8:30;119:30:00;18;Domazlice;DSW18002;l3;;5
2397;0.532;19.6.2014 8:00;143:00:00;18;Domazlice;DSW18002;l3;;6
2398;0.537;20.6.2014 8:30;167:30:00;18;Domazlice;DSW18002;l3;;7
2399;0.552;21.6.2014 7:45;190:45:00;18;Domazlice;DSW18002;l3;;8
2400;0.541;22.6.2014 8:30;215:30:00;18;Domazlice;DSW18002;l3;;9
2451;0.546;21.6.2014 7:45;167:45:00;18;Domazlice;DSW18004;l3;;8
2452;0.529;22.6.2014 8:30;192:30:00;18;Domazlice;DSW18004;l3;;9
2453;0.561;23.6.2014 10:00;218:00:00;18;Domazlice;DSW18004;l3;;10
2454;0.55;25.6.2014 10:30;266:30:00;18;Domazlice;DSW18004;l3;;11
2455;0.559;26.6.2014 12:00;292:00:00;18;Domazlice;DSW18004;l3;;12
2474;0.538;20.6.2014 8:30;95:30:00;18;Domazlice;DSW18005;l3;;5
2475;0.565;21.6.2014 7:45;118:45:00;18;Domazlice;DSW18005;l3;;6
2476;0.549;22.6.2014 8:30;143:30:00;18;Domazlice;DSW18005;l3;;7
2501;0.525;21.6.2014 7:45;118:45:00;18;Domazlice;DSW18006;l3;;6
2502;0.531;22.6.2014 8:30;143:30:00;18;Domazlice;DSW18006;l3;;7
2503;0.535;23.6.2014 10:00;169:00:00;18;Domazlice;DSW18006;l3;;8
2504;0.523;25.6.2014 10:30;217:30:00;18;Domazlice;DSW18006;l3;;9
2631;0.547;25.6.2014 10:30;146:30:00;18;Domazlice;DSW18011;l3;;6
2632;0.531;26.6.2014 12:00;172:00:00;18;Domazlice;DSW18011;l3;;7
2633;0.54;27.6.2014 15:00;199:00:00;18;Domazlice;DSW18011;l3;;8
2634;0.547;28.6.2014 15:00;223:00:00;18;Domazlice;DSW18011;l3;;9
2637;0.528;1.7.2014 11:00;291:00:00;18;Domazlice;DSW18011;l3;;12
2710;0.515;1.7.2014 11:00;144:30:00;18;Domazlice;DSW18015;l3;;7
2711;0.512;2.7.2014 14:00;171:30:00;18;Domazlice;DSW18015;l3;;8
2712;0.511;3.7.2014 14:00;195:30:00;18;Domazlice;DSW18015;l3;;9
2713;0.504;4.7.2014 15:00;220:30:00;18;Domazlice;DSW18015;l3;;10
2714;0.53;5.7.2014 15:00;244:30:00;18;Domazlice;DSW18015;l3;;11
2715;0.503;6.7.2014 11:00;264:30:00;18;Domazlice;DSW18015;l3;;12
2716;0.516;7.7.2014 15:00;292:30:00;18;Domazlice;DSW18015;l3;;13
2718;0.508;9.7.2014 15:00;340:30:00;18;Domazlice;DSW18015;l3;;15
2739;0.549;7.7.2014 15:00;216:00:00;18;Domazlice;DSW18016;l3;;10
2740;0.539;8.7.2014 15:00;240:00:00;18;Domazlice;DSW18016;l3;;11
2741;0.542;9.7.2014;264:00:00;18;Domazlice;DSW18016;l3;;12
2765;0.532;7.7.2014 15:00;216:00:00;18;Domazlice;DSW18017;l3;;10
2766;0.522;8.7.2014 15:00;240:00:00;18;Domazlice;DSW18017;l3;;11
2767;0.522;9.7.2014 15:00;264:00:00;18;Domazlice;DSW18017;l3;;12
2768;0.524;10.7.2014 12:00;285:00:00;18;Domazlice;DSW18017;l3;;13
2770;0.54;13.7.2014 9:30;354:30:00;18;Domazlice;DSW18017;l3;;15
2771;0.529;14.7.2014 9:45;378:45:00;18;Domazlice;DSW18017;l3;;16
2791;0.546;7.7.2014 15:00;216:00:00;18;Domazlice;DSW18018;l3;;10
2792;0.55;8.7.2014 15:00;240:00:00;18;Domazlice;DSW18018;l3;;11
2793;0.541;9.7.2014 15:00;264:00:00;18;Domazlice;DSW18018;l3;;12
2795;0.549;12.7.2014 14:00;335:00:00;18;Domazlice;DSW18018;l3;;14
2796;0.563;13.7.2014 9:30;354:30:00;18;Domazlice;DSW18018;l3;;15
2797;0.535;14.7.2014 9:45;378:45:00;18;Domazlice;DSW18018;l3;;16
2813;0.543;3.7.2014 14:00;119:00:00;18;Domazlice;DSW18019;l3;;6
2814;0.527;4.7.2014 15:00;144:00:00;18;Domazlice;DSW18019;l3;;7
2815;0.545;5.7.2014 15:00;168:00:00;18;Domazlice;DSW18019;l3;;8
2816;0.552;6.7.2014 11:00;188:00:00;18;Domazlice;DSW18019;l3;;9
2817;0.538;7.7.2014 15:00;216:00:00;18;Domazlice;DSW18019;l3;;10
2818;0.557;8.7.2014 15:00;240:00:00;18;Domazlice;DSW18019;l3;;11
2819;0.556;9.7.2014 15:00;264:00:00;18;Domazlice;DSW18019;l3;;12
2820;0.557;10.7.2014 12:00;285:00:00;18;Domazlice;DSW18019;l3;;13
2821;0.555;12.7.2014 14:00;335:00:00;18;Domazlice;DSW18019;l3;;14
2822;0.552;13.7.2014 9:30;354:30:00;18;Domazlice;DSW18019;l3;;15
2841;0.578;5.7.2014 15:00;168:00:00;18;Domazlice;DSW18020;l3;;8
2843;0.567;7.7.2014 15:00;216:00:00;18;Domazlice;DSW18020;l3;;10
2844;0.575;8.7.2014 15:00;240:00:00;18;Domazlice;DSW18020;l3;;11
2845;0.572;9.7.2014 15:00;264:00:00;18;Domazlice;DSW18020;l3;;12
2922;0.495;12.7.2014 14:00;267:00:00;18;Domazlice;DSW18023;l3;;11
2923;0.522;13.7.2014 9:30;286:30:00;18;Domazlice;DSW18023;l3;;12
2996;0.494;12.7.2014 14:00;167:00:00;18;Domazlice;DSW18026;l3;;7
2997;0.514;13.7.2014 9:30;186:30:00;18;Domazlice;DSW18026;l3;;8
2998;0.517;14.7.2014 9:45;210:45:00;18;Domazlice;DSW18026;l3;;9
2999;0.52;15.7.2014 15:00;240:00:00;18;Domazlice;DSW18026;l3;;10
3000;0.512;17.7.2014 14:00;287:00:00;18;Domazlice;DSW18026;l3;;11
3074;0.549;22.6.2014 8:30;143:30:00;18;Klatovy;KSW18001;l3;;7
3075;0.542;23.6.2014 10:00;169:00:00;18;Klatovy;KSW18001;l3;;8
3076;0.553;25.6.2014 10:30;217:30:00;18;Klatovy;KSW18001;l3;;9
3077;0.559;26.6.2014 12:00;243:00:00;18;Klatovy;KSW18001;l3;;10
3078;0.548;27.6.2014 15:00;270:00:00;18;Klatovy;KSW18001;l3;;11
3081;0.551;30.6.2014 10:00;337:00:00;18;Klatovy;KSW18001;l3;;14
3099;0.527;21.6.2014 7:45;118:45:00;18;Klatovy;KSW18002;l3;;6
3100;0.551;22.6.2014 8:30;143:30:00;18;Klatovy;KSW18002;l3;;7
3101;0.537;23.6.2014 10:00;169:00:00;18;Klatovy;KSW18002;l3;;8
3102;0.538;25.6.2014 10:30;217:30:00;18;Klatovy;KSW18002;l3;;9
3126;0.502;27.6.2014 15:00;174:30:00;18;Klatovy;KSW18003;l3;;7
3127;0.533;28.6.2014 15:00;198:30:00;18;Klatovy;KSW18003;l3;;8
3128;0.51;29.6.2014 10:00;217:30:00;18;Klatovy;KSW18003;l3;;9
3129;0.52;30.6.2014 10:00;241:30:00;18;Klatovy;KSW18003;l3;;10
3130;0.533;1.7.2014 11:00;266:30:00;18;Klatovy;KSW18003;l3;;11
3131;0.541;2.7.2014 14:00;293:30:00;18;Klatovy;KSW18003;l3;;12
3132;0.518;3.7.2014 14:00;317:30:00;18;Klatovy;KSW18003;l3;;13
3133;0.534;4.7.2014 15:00;342:30:00;18;Klatovy;KSW18003;l3;;14
3134;0.542;5.7.2014 15:00;366:30:00;18;Klatovy;KSW18003;l3;;15
3135;0.532;6.7.2014 11:00;386:30:00;18;Klatovy;KSW18003;l3;;16
3177;0.507;5.7.2014 15:00;125:00:00;18;Klatovy;KSW18005;l3;;6
3178;0.528;6.7.2014 11:00;145:00:00;18;Klatovy;KSW18005;l3;;7
3179;0.522;7.7.2014 15:00;173:00:00;18;Klatovy;KSW18005;l3;;8
3180;0.517;8.7.2014 15:00;197:00:00;18;Klatovy;KSW18005;l3;;9
3181;0.511;9.7.2014 15:00;221:00:00;18;Klatovy;KSW18005;l3;;10
3182;0.517;10.7.2014 12:00;242:00:00;18;Klatovy;KSW18005;l3;;11
3183;0.525;12.7.2014 14:00;292:00:00;18;Klatovy;KSW18005;l3;;12
3185;0.503;14.7.2014 9:45;335:45:00;18;Klatovy;KSW18005;l3;;14
3186;0.513;15.7.2014 15:00;365:00:00;18;Klatovy;KSW18005;l3;;15
3256;0.519;8.7.2014 15:00;145:00:00;18;Klatovy;KSW18008;l3;;7
3257;0.519;9.7.2014 15:00;169:00:00;18;Klatovy;KSW18008;l3;;8
3260;0.509;13.7.2014 9:30;259:30:00;18;Klatovy;KSW18008;l3;;11
3262;0.505;15.7.2014 15:00;313:00:00;18;Klatovy;KSW18008;l3;;13
3263;0.506;17.7.2014 14:00;360:00:00;18;Klatovy;KSW18008;l3;;14
3361;0.522;18.6.2014 8:30;167:30:00;18;Klatovy;KSW1801002;l3;;8
3362;0.516;19.6.2014 8:00;191:00:00;18;Klatovy;KSW1801002;l3;;9
3363;0.555;20.6.2014 8:30;215:30:00;18;Klatovy;KSW1801002;l3;;10
3364;0.547;21.6.2014 7:45;238:45:00;18;Klatovy;KSW1801002;l3;;11
3365;0.558;22.6.2014 8:30;263:30:00;18;Klatovy;KSW1801002;l3;;12
3366;0.543;25.6.2014 10:30;337:30:00;18;Klatovy;KSW1801002;l3;;13
3367;0.542;26.6.2014 12:00;363:00:00;18;Klatovy;KSW1801002;l3;;14
3384;0.47;15.6.2014 10:00;97:00:00;18;Klatovy;KSW1801003;l3;;5
3385;0.56;16.6.2014 9:00;120:00:00;18;Klatovy;KSW1801003;l3;;6
3412;0.539;17.6.2014 9:30;144:30:00;18;Klatovy;KSW1801004;l3;;7
3413;0.541;18.6.2014 8:30;167:30:00;18;Klatovy;KSW1801004;l3;;8
3414;0.541;19.6.2014 8:00;191:00:00;18;Klatovy;KSW1801004;l3;;9
3415;0.565;20.6.2014 8:30;215:30:00;18;Klatovy;KSW1801004;l3;;10
3416;0.56;21.6.2014 7:45;238:45:00;18;Klatovy;KSW1801004;l3;;11
3464;0.511;26.6.2014 12:00;172:00:00;18;Klatovy;KSW1801006;l3;;7
3465;0.518;27.6.2014 15:00;199:00:00;18;Klatovy;KSW1801006;l3;;8
3466;0.546;28.6.2014 15:00;223:00:00;18;Klatovy;KSW1801006;l3;;9
3468;0.547;30.6.2014 10:00;266:00:00;18;Klatovy;KSW1801006;l3;;11
3469;0.56;1.7.2014 11:00;291:00:00;18;Klatovy;KSW1801006;l3;;12
3471;0.537;3.7.2014 14:00;342:00:00;18;Klatovy;KSW1801006;l3;;14
3491;0.535;17.7.2014 14:00;215:00:00;18;Klatovy;KSW18011;l3;;8
3492;0.52;22.7.2014 9:00;330:00:00;18;Klatovy;KSW18011;l3;;9
3493;0.527;24.7.2014 15:00;384:00:00;18;Klatovy;KSW18011;l3;;10
3494;0.526;25.7.2014 11:00;404:00:00;18;Klatovy;KSW18011;l3;;11
3495;0.535;26.7.2014 20:00;437:00:00;18;Klatovy;KSW18011;l3;;12
3542;0.498;15.7.2014 15:00;168:00:00;18;Klatovy;KSW18013;l3;;7
3543;0.501;17.7.2014 14:00;215:00:00;18;Klatovy;KSW18013;l3;;8
3569;0.582;23.6.2014 10:00;192:00:00;15;Praha;PSW15001;l3;;8
3571;0.533;25.6.2014 10:30;240:30:00;15;Praha;PSW15001;l3;;10
3572;0.549;26.6.2014 12:00;266:00:00;15;Praha;PSW15001;l3;;11
3573;0.553;27.6.2014 15:00;293:00:00;15;Praha;PSW15001;l3;;12
3574;0.562;28.6.2014 15:00;317:00:00;15;Praha;PSW15001;l3;;13
3575;0.55;29.6.2014 10:00;336:00:00;15;Praha;PSW15001;l3;;14
3576;0.565;30.6.2014 10:00;360:00:00;15;Praha;PSW15001;l3;;15
